companies,url,platform_version_release_dates,memory,sound,connectivity,media,name,slug,resolutions,checksum,output,cpu,main_manufacturer,graphics,online,os,platform_logo,storage,id,summary
,https://www.igdb.com/platforms/amiga/version/amiga-a-500,[134],512 kB (9 MB maximum),4× 8-bit channels PCM at max 28 kHz with 6-bit volume in stereo,,880 kB floppy disks,Amiga A 500,amiga-a-500,"736x567i 4-bpp PAL (736x483i 4 bpp NTSC), 368x567i 6 bpp PAL (368x483i 6 bpp NTSC)",9cf35e31-01b1-da5e-22be-7baa27c8fe9e,,Motorola 68000 @ 7.16 MHz (NTSC) 7.09 MHz (PAL),,,,AmigaOS v1.2 - 1.3,391.0,,19,"In 1982, the Amiga Corporation developed ""Lorraine"" a computer that was named after the wife of the company's president. Amiga incorporated a 16-bit 68000 chip as Lorraine's CPU. Lorraine featured two dedicated graphics and sound chips.

By the time Lorraine was introduced at the Consumer Electronics Show on January 4, 1984, the developmental costs that Amiga had devoted to it had exceeded its resources. After Atari showed interest in purchasing the company, Commodore stepped in to outbid the console giant and renamed the system the Amiga.

Commodore made some slight modifications to the Amiga. The system's memory was upgraded to 256KB and the console was redesigned to accommodate keyboard storage underneath it. Commodore finally released the Amiga 1000 in July 1985 at a retail price of $1,295. It was compatible with home television sets and could be utilized for video editing. It featured a palette of 4,096 colors and was capable of 320 x 200 resolution. The system also featured a 3.5 inch floppy disk drive that could externally store up to 880KB.

The ""Paula"" sound chip enabled programs to be heard in stereo. The system featured two mouse/controller ports. Such peripherals as joysticks, light pens or game paddles could be used with the system. Even in its early stages of release, Commodore chose to promote the Amiga as a game machine.

The ""kickstart"" was a small part of the operating system that was contained in the ROM. The Amiga performed a kickstart or initiated the loading of the operating system itself every time the computer was activated. To fully load the operating system a 3.5 inch AmigaDos disk needed to be inserted into the external drive. Every time the computer was shut off, the operating system was lost from memory and needed to be reloaded.

The Amiga 1000 was capable of ""multitasking."" A concept similar to Windows 95, multitasking allowed users to keep two or more programs open at one time and instantly switch between them. The ""Workbench"" was the Amiga's file manager. Workbench allowed users to open windows and run programs.

In 1987, Commodore released the Amiga 500 and the Amiga 2000. The Amiga 500 was a compact system that became the best selling computer in the Amiga line. Among the improvements Commodore incorporated into the Amiga 500 were an updated operating system (AmigaDOS 1.2), 512KB RAM and a bigger keyboard. The Amiga 2000 featured a new computer case design, expansion slots and a CPU slot for future processor upgrades. It was powered by a 68000 microprocessor.

The Amiga 3000 improved on the Amiga 2000 by offering new Zorro III expansion slots, an integrated SCSI interface and a built-in hard drive. It used a 68030 32-bit microprocessor and a new version of Workbench.

In 1992 Commodore released the Amiga 600. Commodore promoted the system as a video game console with a keyboard. It quickly vanished from store shelves. Later that year Commodore released the Amiga 4000 and the Amiga 1200. The 4000 featured the speedy 68040 processor. It could display up to 256,000 colors on-screen at once. The 1200 was a compact system that combined the CPU, keyboard and disk drive into a single unit. It was similar in design to the Amiga 500. It utilized the 68020 processor and could run at 14.28MHz.

In October 1993 Commodore introduced the Amiga CD 32. This 32-bit CD-ROM based add-on featured a palette of 17 million colors. It retailed for $400 and had a built-in catalog of software because it was compatible with game titles for the failed Commodore CDTV multimedia system. Timing for the CD 32's release was not perfect. Several other CD-ROM based gaming consoles, like the 3DO and Sega CD, were released at the same time and flooded the market. The Amiga CD 32 system never gained a following.

Unfortunately, software developers rarely released programs that displayed the full potential of the Amiga's impressive graphics. The system was much more technologically advanced than its competitors. Ultimately the Amiga was viewed as an expensive gaming console, and as software support dwindled, so did sales. On April 29, 1994 Commodore announced that it was in the process of closing the company."
,https://www.igdb.com/platforms/amiga/version/amiga-a-600,[238],1MB,,,,Amiga A 600,amiga-a-600,,c01a9580-5eb1-35c4-18e4-a9b360e62e91,,Motorola 68000,,,,AmigaOS 2.0,,"20MB 2.5"" Disk Drive",109,"Codenamed ""June Bug"" this was the successor to Amiga's A500 model."
,https://www.igdb.com/platforms/amiga/version/amiga-a-1000,,,,,,Amiga A 1000,amiga-a-1000,,33501d04-bcc2-4d7d-179b-3f28f7817b3c,,,,,,,735.0,,110,"The Commodore Amiga 1000, also known as the A1000, is the first personal computer released by Commodore International in the Amiga line. It combines the 16/32-bit Motorola 68000 CPU which was powerful by 1985 standards with one of the most advanced graphics and sound systems in its class. It runs a preemptive multitasking operating system that fits into 256 KB of read-only memory and was shipped with 256 KB of RAM. The primary memory can be expanded internally with a manufacturer-supplied 256 KB module for a total of 512 KB of RAM. Using the external slot the primary memory can be expanded up to 8.5 MB."
,https://www.igdb.com/platforms/amiga/version/amiga-a-3000,,,,,,Amiga A 3000,amiga-a-3000,,ee1d8d93-a2e8-04b8-0fba-6d979becd9f6,,,,,,,,,112,
,https://www.igdb.com/platforms/amiga/version/amiga-a-3000t,,,,,,Amiga A 3000T,amiga-a-3000t,,0f6dcf18-4206-a220-07ac-ed1aa7ce89cd,,,,,,,,,113,
[729],https://www.igdb.com/platforms/mac/version/el-capitan,[695],,,,,El Capitan,el-capitan,,34b93613-562e-833c-ea67-a03c11c56fb6,,,,,,,764.0,,151,"OS X El Capitan (version 10.11) is the twelfth major release of macOS (named OS X at the time of El Capitan's release), Apple Inc.'s desktop and server operating system for Macintosh. It focuses mainly on performance, stability, and security. Following the California location-based naming scheme introduced with OS X Mavericks, El Capitan was named after a rock formation in Yosemite National Park. El Capitan is the final version to be released under the name OS X. OS X El Capitan received far better reviews than Yosemite."
[726],https://www.igdb.com/platforms/mac/version/ventura,[692],,,,,Ventura,ventura,,aa03037e-d1f1-2710-9010-b86f94455058,,,,,,,761.0,,598,"macOS Ventura (version 13) is the nineteenth major release of macOS, Apple's desktop operating system for Mac computers. The successor to macOS Monterey, it was announced at WWDC 2022 on June 6, 2022, and launched on October 24, 2022. It is named after the city of Ventura and is the tenth macOS release to bear a name from the company's home state of California. The macOS 13 Ventura logo and default wallpaper resemble an abstract California poppy."
,https://www.igdb.com/platforms/mac/version/monterey,,,,,,Monterey,monterey,,784961cd-2292-ec8b-3218-59413c60b5e2,,,,,,,765.0,,600,"macOS Monterey (version 12.0) is the eighteenth major release of macOS, Apple's desktop operating system for Macintosh computers, released on October 25, 2021."
[730],https://www.igdb.com/platforms/mac/version/big-sur,[694],,,,,Big Sur,big-sur,,923d8566-fc32-f267-84a5-2fe7964d8cab,,,,,,,766.0,,599,"macOS ""Big Sur"" (version 11.0) is the seventeenth major release of macOS, the operating system of Apple Inc. for Macintosh computers released November 12, 2020. This release was the first version to include support for the Apple M processor with ARM64 hardware architecture."
[731],https://www.igdb.com/platforms/xbox/version/initial-version-6ac4b90f-0745-458f-866d-3672aa6ed5eb,"[30, 31, 32]",64 MB DDR SDRAM @ 200 MHz,"NVIDIA ""MCPX""",10/100BASE-TX wired Ethernet,DVD,Initial version,initial-version-6ac4b90f-0745-458f-866d-3672aa6ed5eb,"480i, 480p, 576i, 576p, 720p, 1080i",152eca17-a449-c754-8e1c-93035b201557,"composite video, S-Video, component video, HDMI (via 3rd party), SCART, Digital Optical TOSLINK, and stereo RCA analog audio",Custom 733 MHz Intel Pentium III ''Coppermine-based'',,233 Mhz nVidia NV2A,Xbox Live,Custom (Based on Windows NT architecture and Windows XP),266.0,8 to 10 GB Internal Storage,77,"The Xbox is a home video game console and the first installment in the Xbox series of consoles manufactured by Microsoft. It was released on November 15, 2001, in North America, followed by Australia and Europe in 2002. It was Microsoft's first foray into the gaming console market. The sixth-generation console competed with Sony's PlayStation 2, Sega's Dreamcast, and the Nintendo GameCube. It was the first console produced by an American company since the Atari Jaguar ceased production in 1996.

In November 2002, Microsoft launched Xbox Live, a fee-based online gaming service that enabled subscribers to download new content and connect with other players through a broadband connection. Unlike other online services from Sega and Sony, Xbox Live had support in the original console design through an integrated Ethernet port. The service gave Microsoft an early foothold in online gaming and would help the Xbox become a relevant competitor to other sixth-generation consoles.

Xbox's successor, the Xbox 360, was launched in November 2005. The Xbox was soon discontinued beginning with Microsoft's worst-performing market, Japan, in 2005. Other countries would follow suit in 2006. The last Xbox game in Europe was Xiaolin Showdown released in June 2007, and the last game in North America was Madden NFL 09 released in August 2008. Support for out-of-warranty Xbox consoles was discontinued on March 2, 2009. Support for Xbox Live on the console ended on April 15, 2010.

Xbox launched in North America and quickly sold out. Its launch in that region was successful, selling 1.53 million units three months after launch, which is higher than its successor Xbox 360, as well as the GameCube, PlayStation 3, Wii U, and even the PlayStation 2 and Wii.

The Xbox has sold 24 million units worldwide as of May 10, 2006, according to Microsoft. This is divided out to 16 million units sold in North America, six million units in Europe, and just two million units sold in Asia, Australia, and New Zealand.

The Xbox was almost always behind the PlayStation 2 in terms of sales, although in April 2004, the Xbox outsold the PS2 in the U.S. Despite lagging far behind the PlayStation 2's sales, the Xbox was overall a success (especially in North America), keeping a steady second place in the generation sales.

The popularity of the Xbox, as well as (in the United States) its comparatively short 90-day warranty, inspired efforts to circumvent the built-in hardware and software security mechanisms, a practice informally known as modding."
,https://www.igdb.com/platforms/xbox360/version/xbox-360-original,"[52, 53, 54]",512 MB GDDR3 @ 700 MHz,"Analog Stereo, Dolby Digital 5,1",Ethernet,"DVD, Compact Dics, Digital Download",Xbox 360 Original,xbox-360-original,"480i, 480p, 576i, 720p, 1080i, 1080p",18244f50-c78e-2959-8cf0-b6ea068e0419,"component video, VGA, HDMI","3,2 GHz PowerPC Tri-Core ''Xenon''",,ATI ''Xenos'' @ 500 MHz,Xbox Live,Modified version of Windows 2000,249.0,"20 GB, 60 GB, 120 GB, 250 GB",83,
,https://www.igdb.com/platforms/1292-advanced-programmable-video-system/version/audiosonic-pp-1292-advanced-programmable-video-system,[697],"43 bytes, optional 1k RAM",Single Channel (beep),,2-8 KByte ROM Cartridges,Audiosonic PP-1292 Advanced Programmable Video System,audiosonic-pp-1292-advanced-programmable-video-system,208x108,b0ca6137-2eb6-6817-2676-0749fce2785e,RF,8-bit Signetics 2650AI at 4.43 MHz,,"Signetics 2636N at 3.58 MHz, addressing 32Kb of memory in 8Kb banks",,,135.0,,197,"The 1292 Advanced Programmable Video System is a home video game console released by European company Audiosonic in 1978. It is part of a group of software-compatible consoles which include the Interton VC-4000 and the Voltmace Database.
Both, the VC 4000 and the 1292 APVS, are built around the Signetics 2650 microprocessor, which was released in late 1975. That was around the same time when Philips had bought the Signetics company and shipped the technology over to Europe. At that time Philips' subsidary Magnavox was developing a system based on the arguably more powerful Intel 8048 microprocessor - that system would later become known as the G7000 (or Odyssey² in the USA). Having one hardware product already in development, Philips decided to treat the Signetics 2650 as commercial product, targeting small-sized electronic-manufacturers, who were already swarming the market with PONG-clones.
More evidence to support this hypothesis is provided by a Swedish TV broadcast from April 1979, when a team from SVT (Swedish broadcast company) visited the Philips-reasearch-centre in Eindhoven, Netherlands to talk about the future of video games. Throught the video the developers are seen with VC 4000 controllers, testing game prototypes which graphicly correspond with games on the VC 4000/1292 APVS and not Philips' own home console, the Videopac G7000.
The misconception that the 1292 APVS was released already in 1976 is probably owed to the - by now viral - misinformation that Radofin (the most prominent 1292 APVS manufacturer) released its first cosoles in 1976. These, however, were no microprocessored early wonder-machines, but plain PONG-clones."
